game,overall_score,rating,arch_score,maintain_score,test_score,docs_score,robust_score,mbt_files,moonpkg_files,mbti_files,total_lines,non_empty_lines,fn_count,documented_fn_count,doc_fn_ratio,max_file_lines,max_file_path,max_fn_lines,max_fn_name,max_fn_file,long_fn_count_80,long_fn_count_120,if_count,match_count,for_count,while_count,branch_density,clamp_count,test_files,doctest_blocks,has_readme,has_arch,has_triads,old_style_loops,large_file_count,recommendations
shaders_fog,42,Needs Attention,5,19,0,11,7,1,1,1,375,334,8,8,1.0,375,shaders_fog/main.mbt,209,fn main {,shaders_fog/main.mbt,1,1,7,0,2,1,0.875,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_fog/main.mbt` (max ~209 lines)
shaders_game_of_life,42,Needs Attention,6,15,0,10,11,0,1,1,0,0,0,0,0.0,0,,0,,,0,0,0,0,0,0,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_hot_reloading,47,Needs Attention,6,21,0,11,9,1,1,1,141,122,3,3,1.0,141,shaders_hot_reloading/main.mbt,124,fn main {,shaders_hot_reloading/main.mbt,1,1,7,0,1,1,2.3333333333333335,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_hot_reloading/main.mbt` (max ~124 lines)
shaders_hybrid_render,45,Needs Attention,6,19,0,11,9,1,1,1,177,154,4,4,1.0,177,shaders_hybrid_render/main.mbt,161,fn main {,shaders_hybrid_render/main.mbt,1,1,1,0,1,1,0.25,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_hybrid_render/main.mbt` (max ~161 lines)
shaders_julia_set,44,Needs Attention,5,19,0,11,9,1,1,1,282,255,3,3,1.0,282,shaders_julia_set/main.mbt,265,fn main {,shaders_julia_set/main.mbt,1,1,14,0,1,1,4.666666666666667,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_julia_set/main.mbt` (max ~265 lines)
shaders_lightmap,45,Needs Attention,6,19,0,11,9,1,1,1,173,149,2,2,1.0,173,shaders_lightmap/main.mbt,155,fn main {,shaders_lightmap/main.mbt,1,1,0,0,1,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_lightmap/main.mbt` (max ~155 lines)
shaders_mesh_instancing,44,Needs Attention,5,19,0,11,9,1,1,1,296,260,4,4,1.0,296,shaders_mesh_instancing/main.mbt,164,fn main {,shaders_mesh_instancing/main.mbt,1,1,1,0,4,1,0.25,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_mesh_instancing/main.mbt` (max ~164 lines)
shaders_model_shader,53,Needs Attention,6,25,0,11,11,1,1,1,63,63,1,1,1.0,63,shaders_model_shader/main.mbt,62,fn main {,shaders_model_shader/main.mbt,0,0,0,0,1,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_multi_sample2d,51,Needs Attention,6,23,0,11,11,1,1,1,83,82,2,2,1.0,83,shaders_multi_sample2d/main.mbt,71,fn main {,shaders_multi_sample2d/main.mbt,0,0,4,0,3,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_palette_switch,51,Needs Attention,6,23,0,11,11,1,1,1,111,100,2,2,1.0,111,shaders_palette_switch/main.mbt,96,fn main {,shaders_palette_switch/main.mbt,1,0,4,0,2,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_postprocessing,47,Needs Attention,6,21,0,11,9,1,1,1,128,113,1,1,1.0,128,shaders_postprocessing/main.mbt,127,fn main {,shaders_postprocessing/main.mbt,1,1,4,0,3,1,4.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_postprocessing/main.mbt` (max ~127 lines)
shaders_raymarching,49,Needs Attention,6,21,0,11,11,1,1,1,159,149,4,4,1.0,159,shaders_raymarching/main.mbt,110,fn main {,shaders_raymarching/main.mbt,1,0,2,0,1,1,0.5,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_shadowmap,44,Needs Attention,5,19,0,11,9,1,1,1,294,259,3,3,1.0,294,shaders_shadowmap/main.mbt,243,fn main {,shaders_shadowmap/main.mbt,1,1,9,0,4,1,3.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_shadowmap/main.mbt` (max ~243 lines)
shaders_shapes_textures,51,Needs Attention,6,23,0,11,11,1,1,1,73,62,1,1,1.0,73,shaders_shapes_textures/main.mbt,72,fn main {,shaders_shapes_textures/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_simple_mask,51,Needs Attention,6,23,0,11,11,1,1,1,98,86,2,2,1.0,98,shaders_simple_mask/main.mbt,87,fn main {,shaders_simple_mask/main.mbt,1,0,0,0,1,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_spotlight,42,Needs Attention,5,19,0,11,7,1,1,1,301,277,6,6,1.0,301,shaders_spotlight/main.mbt,211,fn main {,shaders_spotlight/main.mbt,1,1,8,0,9,3,1.3333333333333333,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_spotlight/main.mbt` (max ~211 lines)
shaders_texture_drawing,53,Needs Attention,6,25,0,11,11,1,1,1,62,61,2,2,1.0,62,shaders_texture_drawing/main.mbt,50,fn main {,shaders_texture_drawing/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_texture_outline,51,Needs Attention,6,23,0,11,11,1,1,1,149,146,4,4,1.0,149,shaders_texture_outline/main.mbt,95,fn main {,shaders_texture_outline/main.mbt,1,0,1,0,0,1,0.25,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_texture_tiling,51,Needs Attention,6,23,0,11,11,1,1,1,94,93,2,2,1.0,94,shaders_texture_tiling/main.mbt,77,fn main {,shaders_texture_tiling/main.mbt,0,0,1,0,0,1,0.5,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_texture_waves,49,Needs Attention,6,21,0,11,11,1,1,1,134,119,3,3,1.0,134,shaders_texture_waves/main.mbt,117,fn main {,shaders_texture_waves/main.mbt,1,0,0,0,3,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_vertex_displacement,51,Needs Attention,6,23,0,11,11,1,1,1,106,86,2,2,1.0,106,shaders_vertex_displacement/main.mbt,94,fn main {,shaders_vertex_displacement/main.mbt,1,0,0,0,1,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shaders_write_depth,51,Needs Attention,6,23,0,11,11,1,1,1,96,83,1,1,1.0,96,shaders_write_depth/main.mbt,95,fn main {,shaders_write_depth/main.mbt,1,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shadow_puppet_theater_2026,58,Fair,17,19,0,11,11,7,4,4,1497,1333,31,31,1.0,761,shadow_puppet_theater_2026/internal/render/render.mbt,172,fn @types.Game::draw_hud_panel(game : @types.Game) -> Unit {,shadow_puppet_theater_2026/internal/render/render.mbt,2,1,50,7,19,3,1.8387096774193548,14,0,0,True,False,True,0,2,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shadow_puppet_theater_2026/internal/render/render.mbt` (max ~172 lines)
shapes_basic_shapes,49,Needs Attention,6,21,0,11,11,1,1,1,105,92,1,1,1.0,105,shapes_basic_shapes/main.mbt,104,fn main {,shapes_basic_shapes/main.mbt,1,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_bouncing_ball,51,Needs Attention,6,23,0,11,11,1,1,1,72,67,1,1,1.0,72,shapes_bouncing_ball/main.mbt,71,fn main {,shapes_bouncing_ball/main.mbt,0,0,5,0,1,1,5.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_collision_area,42,Needs Attention,6,16,0,11,9,1,1,1,153,126,1,1,1.0,153,shapes_collision_area/main.mbt,152,fn main {,shapes_collision_area/main.mbt,1,1,11,0,0,1,11.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_collision_area/main.mbt` (max ~152 lines)
shapes_colors_palette,51,Needs Attention,6,23,0,11,11,1,1,1,100,94,1,1,1.0,100,shapes_colors_palette/main.mbt,99,fn main {,shapes_colors_palette/main.mbt,1,0,3,0,4,1,3.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_draw_circle_sector,40,Needs Attention,6,14,0,11,9,1,1,1,174,161,1,1,1.0,174,shapes_draw_circle_sector/main.mbt,173,fn main {,shapes_draw_circle_sector/main.mbt,1,1,20,0,0,1,20.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_draw_circle_sector/main.mbt` (max ~173 lines)
shapes_draw_rectangle_rounded,40,Needs Attention,6,14,0,11,9,1,1,1,211,196,1,1,1.0,211,shapes_draw_rectangle_rounded/main.mbt,210,fn main {,shapes_draw_rectangle_rounded/main.mbt,1,1,31,0,0,1,31.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_draw_rectangle_rounded/main.mbt` (max ~210 lines)
shapes_draw_ring,40,Needs Attention,6,14,0,11,9,1,1,1,250,234,1,1,1.0,250,shapes_draw_ring/main.mbt,249,fn main {,shapes_draw_ring/main.mbt,1,1,32,0,0,1,32.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_draw_ring/main.mbt` (max ~249 lines)
shapes_easings_ball_anim,51,Needs Attention,6,23,0,11,11,1,1,1,124,120,4,4,1.0,124,shapes_easings_ball_anim/main.mbt,80,fn main {,shapes_easings_ball_anim/main.mbt,0,0,15,0,0,1,3.75,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_easings_box_anim,49,Needs Attention,6,21,0,11,11,1,1,1,162,156,6,6,1.0,162,shapes_easings_box_anim/main.mbt,107,fn main {,shapes_easings_box_anim/main.mbt,1,0,16,0,0,1,2.6666666666666665,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_easings_rectangle_array,49,Needs Attention,6,21,0,11,11,1,1,1,113,104,3,3,1.0,113,shapes_easings_rectangle_array/main.mbt,101,fn main {,shapes_easings_rectangle_array/main.mbt,1,0,7,0,5,1,2.3333333333333335,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_following_eyes,49,Needs Attention,6,21,0,11,11,1,1,1,112,98,1,1,1.0,112,shapes_following_eyes/main.mbt,111,fn main {,shapes_following_eyes/main.mbt,1,0,2,0,0,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_hilbert_curve,49,Needs Attention,6,21,0,11,11,1,1,1,166,154,3,3,1.0,166,shapes_hilbert_curve/main.mbt,112,fn main {,shapes_hilbert_curve/main.mbt,1,0,4,1,4,1,1.6666666666666667,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_kaleidoscope,45,Needs Attention,6,19,0,11,9,1,1,1,208,178,3,3,1.0,208,shapes_kaleidoscope/main.mbt,186,fn main {,shapes_kaleidoscope/main.mbt,1,1,6,0,4,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_kaleidoscope/main.mbt` (max ~186 lines)
shapes_lines_bezier,48,Needs Attention,6,20,0,11,11,1,1,1,81,67,1,1,1.0,81,shapes_lines_bezier/main.mbt,80,fn main {,shapes_lines_bezier/main.mbt,0,0,10,0,0,1,10.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_logo_raylib,53,Needs Attention,6,25,0,11,11,1,1,1,43,41,1,1,1.0,43,shapes_logo_raylib/main.mbt,42,fn main {,shapes_logo_raylib/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_logo_raylib_anim,40,Needs Attention,6,14,0,11,9,1,1,1,183,170,1,1,1.0,183,shapes_logo_raylib_anim/main.mbt,182,fn main {,shapes_logo_raylib_anim/main.mbt,1,1,18,1,1,1,19.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_logo_raylib_anim/main.mbt` (max ~182 lines)
shapes_math_sine_cosine,45,Needs Attention,4,19,0,11,11,1,1,1,416,384,3,3,1.0,416,shapes_math_sine_cosine/main.mbt,382,fn main {,shapes_math_sine_cosine/main.mbt,1,1,5,0,1,3,1.6666666666666667,3,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_math_sine_cosine/main.mbt` (max ~382 lines)
shapes_pie_chart,37,Needs Attention,5,14,0,11,7,1,1,1,380,342,1,1,1.0,380,shapes_pie_chart/main.mbt,379,fn main {,shapes_pie_chart/main.mbt,1,1,16,0,10,1,16.0,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_pie_chart/main.mbt` (max ~379 lines)
shapes_rectangle_advanced,44,Needs Attention,5,19,0,11,9,1,1,1,260,237,2,2,1.0,260,shapes_rectangle_advanced/main.mbt,170,fn draw_rectangle_rounded_gradient_h(,shapes_rectangle_advanced/main.mbt,2,1,9,0,3,1,4.5,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_rectangle_advanced/main.mbt` (max ~170 lines)
shapes_rectangle_scaling,46,Needs Attention,6,18,0,11,11,1,1,1,104,86,1,1,1.0,104,shapes_rectangle_scaling/main.mbt,103,fn main {,shapes_rectangle_scaling/main.mbt,1,0,9,0,0,1,9.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
shapes_recursive_tree,45,Needs Attention,6,19,0,11,9,1,1,1,176,164,1,1,1.0,176,shapes_recursive_tree/main.mbt,167,fn main {,shapes_recursive_tree/main.mbt,1,1,4,0,1,2,4.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_recursive_tree/main.mbt` (max ~167 lines)
shapes_rlgl_color_wheel,45,Needs Attention,5,18,0,11,11,1,1,1,360,314,5,5,1.0,360,shapes_rlgl_color_wheel/main.mbt,328,fn main {,shapes_rlgl_color_wheel/main.mbt,1,1,27,0,3,1,5.4,5,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_rlgl_color_wheel/main.mbt` (max ~328 lines)
shapes_rounded_rectangle_drawing,47,Needs Attention,6,21,0,11,9,1,1,1,150,137,1,1,1.0,150,shapes_rounded_rectangle_drawing/main.mbt,149,fn main {,shapes_rounded_rectangle_drawing/main.mbt,1,1,5,0,0,1,5.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_rounded_rectangle_drawing/main.mbt` (max ~149 lines)
shapes_splines_drawing,40,Needs Attention,6,14,0,11,9,1,1,1,247,224,1,1,1.0,247,shapes_splines_drawing/main.mbt,246,fn main {,shapes_splines_drawing/main.mbt,1,1,26,0,10,1,26.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_splines_drawing/main.mbt` (max ~246 lines)
shapes_top_down_lights,41,Needs Attention,4,19,0,11,7,1,1,1,462,425,9,9,1.0,462,shapes_top_down_lights/main.mbt,184,fn main {,shapes_top_down_lights/main.mbt,1,1,24,3,11,1,3.0,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_top_down_lights/main.mbt` (max ~184 lines)
shapes_triangle_strip,47,Needs Attention,6,21,0,11,9,1,1,1,123,110,1,1,1.0,123,shapes_triangle_strip/main.mbt,122,fn main {,shapes_triangle_strip/main.mbt,1,1,1,0,2,1,1.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shapes_triangle_strip/main.mbt` (max ~122 lines)
silkroad_caravan_guard_2026,57,Fair,16,21,0,11,9,7,4,4,2741,2438,67,67,1.0,1141,silkroad_caravan_guard_2026/internal/game/logic.mbt,141,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,silkroad_caravan_guard_2026/internal/render/render.mbt,4,3,135,6,92,4,2.1044776119402986,29,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `silkroad_caravan_guard_2026/internal/render/render.mbt` (max ~141 lines)
ski_rescue_2026,41,Needs Attention,5,18,0,11,7,1,1,1,324,290,4,4,1.0,324,ski_rescue_2026/main.mbt,279,fn main {,ski_rescue_2026/main.mbt,1,1,30,0,5,1,7.5,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `ski_rescue_2026/main.mbt` (max ~279 lines)
sky_convoy_defense_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1018,930,14,14,1.0,1018,sky_convoy_defense_2026/main.mbt,798,fn main {,sky_convoy_defense_2026/main.mbt,1,1,78,0,15,1,5.571428571428571,3,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `sky_convoy_defense_2026/main.mbt` (max ~798 lines)
skyforge_mining_convoy_2026,38,Needs Attention,2,14,0,11,11,1,1,1,1731,1583,13,13,1.0,1731,skyforge_mining_convoy_2026/main.mbt,1295,fn main {,skyforge_mining_convoy_2026/main.mbt,2,1,178,0,33,4,13.692307692307692,5,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `skyforge_mining_convoy_2026/main.mbt` (max ~1295 lines)
skyhook_cargo_rescue_2026,55,Fair,16,19,0,11,9,7,4,4,2949,2597,56,56,1.0,1122,skyhook_cargo_rescue_2026/internal/render/render.mbt,189,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,skyhook_cargo_rescue_2026/internal/render/render.mbt,6,4,144,11,36,2,2.767857142857143,12,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `skyhook_cargo_rescue_2026/internal/render/render.mbt` (max ~189 lines)
skyline_fire_rescue_2026,43,Needs Attention,2,19,0,11,11,1,1,1,1938,1763,29,28,0.9655172413793104,1938,skyline_fire_rescue_2026/main.mbt,739,fn reset_run() -> Unit {,skyline_fire_rescue_2026/main.mbt,4,2,107,0,26,2,3.689655172413793,9,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `skyline_fire_rescue_2026/main.mbt` (max ~739 lines)
skyline_parkour_trials_2026,60,Fair,17,21,0,11,11,7,4,4,2325,2095,50,50,1.0,750,skyline_parkour_trials_2026/internal/render/render.mbt,103,fn @types.Game::update_play_input(game : @types.Game) -> Unit {,skyline_parkour_trials_2026/internal/game/input.mbt,2,0,72,6,22,8,1.56,15,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Break large files (>300 LOC) into feature-focused modules
snake_battle_arena_2026,58,Fair,17,19,0,11,11,8,4,4,2458,2147,62,62,1.0,842,snake_battle_arena_2026/internal/render/render.mbt,201,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,snake_battle_arena_2026/internal/render/render.mbt,4,1,153,9,50,2,2.6129032258064515,5,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `snake_battle_arena_2026/internal/render/render.mbt` (max ~201 lines)
snowboard_slalom_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1245,1124,13,13,1.0,1245,snowboard_slalom_2026/main.mbt,956,fn main {,snowboard_slalom_2026/main.mbt,1,1,97,0,20,1,7.461538461538462,3,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `snowboard_slalom_2026/main.mbt` (max ~956 lines)
sokoban_warehouse_master_2026,56,Fair,17,19,0,11,9,7,4,4,2192,1991,38,38,1.0,898,sokoban_warehouse_master_2026/internal/render/render.mbt,178,"fn @types.Game::load_level(game : @types.Game, level_id : Int) -> Unit {",sokoban_warehouse_master_2026/internal/game/logic.mbt,7,4,109,3,32,1,2.9473684210526314,3,0,0,True,False,True,0,2,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `sokoban_warehouse_master_2026/internal/game/logic.mbt` (max ~178 lines)
solar_rail_breaker_2026,57,Fair,16,21,0,11,9,7,4,4,3198,2874,73,73,1.0,1168,solar_rail_breaker_2026/internal/game/logic.mbt,144,fn @types.Game::draw_touch_controls(game : @types.Game) -> Unit {,solar_rail_breaker_2026/internal/render/render.mbt,4,3,140,16,107,3,2.136986301369863,17,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `solar_rail_breaker_2026/internal/render/render.mbt` (max ~144 lines)
space_combat_3d,50,Needs Attention,16,16,0,11,7,11,5,5,7298,6668,66,66,1.0,1308,space_combat_3d/internal/render/render_world.mbt,244,fn @types.Game::draw_player_ship(game : @types.Game) -> Unit {,space_combat_3d/internal/render/render_world.mbt,16,5,551,36,184,4,8.893939393939394,44,0,0,True,False,True,0,10,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `space_combat_3d/internal/render/render_world.mbt` (max ~244 lines) | Break large files (>300 LOC) into feature-focused modules
space_trader_2026,41,Needs Attention,5,14,0,11,11,1,1,1,348,316,3,3,1.0,348,space_trader_2026/main.mbt,289,fn main {,space_trader_2026/main.mbt,1,1,37,1,11,1,12.666666666666666,4,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `space_trader_2026/main.mbt` (max ~289 lines)
spellforge_arena_2026,38,Needs Attention,2,14,0,11,11,1,1,1,1599,1471,13,13,1.0,1599,spellforge_arena_2026/main.mbt,1124,fn main {,spellforge_arena_2026/main.mbt,2,2,171,0,24,3,13.153846153846153,4,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `spellforge_arena_2026/main.mbt` (max ~1124 lines)
stealth_heist_2026,41,Needs Attention,4,19,0,11,7,1,1,1,523,468,12,12,1.0,523,stealth_heist_2026/main.mbt,302,fn main {,stealth_heist_2026/main.mbt,1,1,52,0,18,3,4.333333333333333,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `stealth_heist_2026/main.mbt` (max ~302 lines)
street_basketball_duel_2026,38,Needs Attention,2,16,0,11,9,1,1,1,1390,1253,14,14,1.0,1390,street_basketball_duel_2026/main.mbt,995,fn main {,street_basketball_duel_2026/main.mbt,1,1,122,0,8,1,8.714285714285714,2,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `street_basketball_duel_2026/main.mbt` (max ~995 lines)
submarine_hunter_2026,40,Needs Attention,4,18,0,11,7,1,1,1,412,367,6,6,1.0,412,submarine_hunter_2026/main.mbt,336,fn main {,submarine_hunter_2026/main.mbt,1,1,41,0,13,1,6.833333333333333,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `submarine_hunter_2026/main.mbt` (max ~336 lines)
submarine_sonar_hunt_2026,58,Fair,17,21,0,11,9,7,4,4,2169,2047,40,40,1.0,880,submarine_sonar_hunt_2026/internal/render/render.mbt,148,fn @types.Game::draw_result_overlay(game : @types.Game) -> Unit {,submarine_sonar_hunt_2026/internal/render/render.mbt,5,3,98,2,92,1,2.5,25,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `submarine_sonar_hunt_2026/internal/render/render.mbt` (max ~148 lines)
subway_signal_saboteur_2026,57,Fair,16,19,0,11,11,7,4,4,2725,2369,54,54,1.0,944,subway_signal_saboteur_2026/internal/game/logic.mbt,218,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,subway_signal_saboteur_2026/internal/render/render.mbt,4,1,133,12,56,2,2.685185185185185,8,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `subway_signal_saboteur_2026/internal/render/render.mbt` (max ~218 lines)
super_mario_1985_lite,76,Good,23,19,8,15,11,14,5,5,2557,2303,52,52,1.0,479,super_mario_1985_lite/internal/render/render_world.mbt,199,fn setup_game() -> @types.Game {,super_mario_1985_lite/internal/game/game_test.mbt,5,2,116,2,53,4,2.269230769230769,22,2,0,True,True,True,0,2,Split long function in `super_mario_1985_lite/internal/game/game_test.mbt` (max ~199 lines)
survival_arena_3d,52,Needs Attention,16,18,0,11,7,11,5,5,7504,7067,76,76,1.0,1401,survival_arena_3d/internal/render/render_world.mbt,200,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,survival_arena_3d/internal/render/render_ui.mbt,17,9,505,32,177,9,7.065789473684211,12,0,0,True,False,True,0,9,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `survival_arena_3d/internal/render/render_ui.mbt` (max ~200 lines) | Break large files (>300 LOC) into feature-focused modules
tank_1990,53,Needs Attention,16,19,0,11,7,19,8,8,5971,5630,93,93,1.0,1159,tank_1990/internal/levels/profiles.mbt,178,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,tank_1990/internal/render/render_ui.mbt,4,3,294,31,90,1,3.4946236559139785,15,0,0,True,False,True,0,9,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `tank_1990/internal/render/render_ui.mbt` (max ~178 lines) | Break large files (>300 LOC) into feature-focused modules
tea_mountain_express_2026,58,Fair,17,19,0,11,11,7,4,4,1714,1508,24,24,1.0,696,tea_mountain_express_2026/internal/render/render.mbt,204,"fn @types.Game::update_playing(game : @types.Game, dt : Float) -> Unit {",tea_mountain_express_2026/internal/game/logic.mbt,7,2,67,9,26,12,3.1666666666666665,21,0,0,True,False,True,0,2,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `tea_mountain_express_2026/internal/game/logic.mbt` (max ~204 lines)
